pool_id,cycle,date,surface(ha),days,week,surviving,density(shrimp),density(shrimp/ha),weight(g),growth,biomass(kg),biomass(kg/ha),food(kg),food(kg/ha),type_feeding,Medicion,Alimento acumulado [Kg],FCA
4,2020,2020-09-10,4.9,71,10.142857142857142,0.8079999999999999,806383.9999999999,164567.95918367346,15.9,0.3000000000000007,12821.505599999999,2616.633795918367,425,86.73469387755101,AA/platos,1.0,16662.5,1.3146060738816425
4,2020,2020-09-11,4.9,72,10.285714285714286,0.8059999999999999,804387.9999999999,164160.61224489796,16.2375,0.33750000000000036,13061.250149999998,2665.5612551020404,450,91.83673469387755,AA/platos,,17112.5,1.325046187974138
4,2020,2020-09-12,4.9,73,10.428571428571429,0.8039999999999999,802391.9999999999,163753.26530612243,16.575,0.3374999999999986,13299.647399999996,2714.21375510204,450,91.83673469387755,AA/platos,,17562.5,1.3352425090063205
4,2020,2020-09-13,4.9,74,10.571428571428571,0.8019999999999999,800395.9999999999,163345.91836734692,16.912499999999998,0.3374999999999986,13536.697349999997,2762.5912959183665,0,0,,,17562.5,1.3116041960385882
4,2020,2020-09-14,4.9,75,10.714285714285714,0.83,828340,169048.97959183672,17.25,0.33750000000000213,14288.865,2916.0948979591835,450,91.83673469387755,,0.01,18012.5,1.2736649781339742
4,2020,2020-09-15,4.9,76,10.857142857142858,0.8,798400,162938.77551020408,17.55,0.3000000000000007,14011.92,2859.5755102040816,450,91.83673469387755,,,18462.5,1.3315601795963654
4,2020,2020-09-16,4.9,77,11.0,0.798,796404,162531.42857142855,17.8,0.25,14175.9912,2893.0594285714283,500,102.0408163265306,,,18962.5,1.3516272972531969
4,2020,2020-09-17,4.9,78,11.142857142857142,0.796,794408,162124.08163265305,17.84,0.03999999999999915,14172.238720000001,2892.293616326531,200,40.816326530612244,,1.0,19162.5,1.3662485238669502
4,2020,2020-09-17,4.9,78,11.142857142857142,0.2197,219313.32948643973,44757.755102040814,17.33,-0.5100000000000016,3800.7,775.6530612244896,,,,-2.0,19162.5,5.244117967408611
4,2020,2020-09-18,4.9,79,11.285714285714286,0.5740000000000001,572852.0000000001,116908.57142857142,18,0.6700000000000017,10311.336000000001,2104.3542857142857,350,71.42857142857142,,,19512.5,1.919627968475306
4,2020,2020-09-19,4.9,80,11.428571428571429,0.5720000000000001,570856.0000000001,116501.22448979592,18.17,0.1700000000000017,10372.453520000003,2116.8272489795922,350,71.42857142857142,,,19862.5,1.942381789005983
4,2020,2020-09-20,4.9,81,11.571428571428571,0.5700000000000001,568860.0000000001,116093.8775510204,18.34,0.16999999999999815,10432.892400000002,2129.1617142857144,0,0,,,19862.5,1.9309689841029505
4,2020,2020-09-21,4.9,82,11.714285714285714,0.5680000000000001,566864.0000000001,115686.5306122449,18.5,0.16000000000000014,10486.984000000002,2140.200816326531,350,71.42857142857142,,1.0,20212.5,1.9547157753807447
4,2020,2020-09-22,4.9,83,11.857142857142858,0.5660000000000001,564868.0000000001,115279.18367346938,18.666,0.16600000000000037,10543.826088000003,2151.8012424489802,0,0,,,20212.5,1.94402925290851
4,2020,2020-09-23,4.9,84,12.0,0.599,597802,122000.4081632653,18.83,0.16399999999999793,11256.611659999999,2297.267685714285,0,0,,0.724,20212.5,1.8193060038459063
4,2020,2020-09-24,4.9,85,12.142857142857142,0.5700000000000001,568860.0000000001,116093.8775510204,19,0.1700000000000017,10808.340000000002,2205.783673469388,325,bi,,,20537.5,1.9262814097594252
4,2020,2020-09-25,4.9,86,12.285714285714286,0.5680000000000001,566864.0000000001,115686.5306122449,19.5,0.5,11053.848000000002,2255.887346938776,325,66.3265306122449,,,20862.5,1.9127200074959367
4,2020,2020-09-26,4.9,87,12.428571428571429,0.5660000000000001,564868.0000000001,115279.18367346938,20,0.5,11297.360000000002,2305.583673469388,325,66.3265306122449,,,21187.5,1.9000957244684973
4,2020,2020-09-27,4.9,88,12.571428571428571,0.5640000000000001,562872,114871.83673469388,20.5,0.5,11538.876,2354.8726530612244,375,76.53061224489795,,,21562.5,1.8927307727081608
4,2020,2020-09-28,4.9,89,12.714285714285714,0.562,560876,114464.48979591836,21,0.5,11778.396,2403.7542857142857,375,76.53061224489795,,1.0,21937.5,1.8859951907659955
4,2020,2020-09-29,4.9,90,12.857142857142858,0.56,558880,114057.14285714286,21.33,0.3299999999999983,11920.910399999999,2432.838857142857,375,76.53061224489795,,,22312.5,1.895016405385273
4,2020,2020-09-30,4.9,91,13.0,0.558,556884,113649.79591836734,21.66,0.33000000000000185,12062.10744,2461.6545795918364,375,,,1.0,22687.5,1.904032332524312
4,2020,2020-10-01,4.9,92,13.142857142857142,0.556,554888,113242.44897959183,22,0.33999999999999986,12207.536,2491.33387755102,375,,,1.0,23062.5,1.9121659772505104
9,2020,2020-07-09,2.31,0,0.0,1,400000,173160.17316017314,0.3,0.0,120.0,51.94805194805195,,,,1.0,0.0,0.0
9,2020,2020-07-10,2.31,1,0.14285714285714285,0.98,392000,169696.9696969697,0.41,0.10999999999999999,160.72,69.57575757575758,20,8.658008658008658,Boleo,,20.0,0.4899559039686428
9,2020,2020-07-11,2.31,2,0.2857142857142857,0.97,388000,167965.36796536797,0.53,0.12000000000000005,205.64,89.02164502164501,20,8.658008658008658,Boleo,,40.0,0.46652670865407053
9,2020,2020-07-12,2.31,3,0.42857142857142855,0.96,384000,166233.76623376622,0.65,0.12,249.6,108.05194805194805,25,10.822510822510822,Boleo,,65.0,0.5011565150346955
9,2020,2020-07-13,2.31,4,0.5714285714285714,0.95,380000,164502.1645021645,0.77,0.12,292.6,126.66666666666667,35,15.15151515151515,Boleo,1.0,100.0,0.579038795599305
9,2020,2020-07-14,2.31,5,0.7142857142857143,0.94,376000,162770.56277056277,0.81,0.040000000000000036,304.56,131.84415584415584,35,15.15151515151515,Boleo,,135.0,0.7310733239467129
9,2020,2020-07-15,2.31,6,0.8571428571428571,0.93,372000,161038.96103896105,0.86,0.04999999999999993,319.92,138.4935064935065,40,17.316017316017316,Boleo,,175.0,0.8749125087491251
9,2020,2020-07-16,2.31,7,1.0,0.92,368000,159307.3593073593,0.91,0.050000000000000044,334.88,144.96969696969697,40,17.316017316017316,Boleo,1.0,215.0,1.0000930319099453
9,2020,2020-07-17,2.31,8,1.1428571428571428,0.915,366000,158441.55844155845,1.06,0.15000000000000002,387.96,167.94805194805193,50,21.645021645021643,Boleo,,265.0,0.9885846452286802
9,2020,2020-07-18,2.31,9,1.2857142857142858,0.91,364000,157575.75757575757,1.21,0.1499999999999999,440.44,190.66666666666666,50,21.645021645021643,Boleo,,315.0,0.9827166656267547
9,2020,2020-07-19,2.31,10,1.4285714285714286,0.9,360000,155844.15584415584,1.36,0.15000000000000013,489.6000000000001,211.94805194805198,50,21.645021645021643,Boleo/Platos,,365.0,0.9872869894509059
9,2020,2020-07-20,2.31,11,1.5714285714285714,0.8985000000000001,359400.00000000006,155584.41558441558,1.51,0.1499999999999999,542.6940000000001,234.93246753246757,55,23.80952380952381,Boleo/Platos,1.0,420.0,0.9933915807698309
9,2020,2020-07-21,2.31,12,1.7142857142857142,0.8970000000000001,358800.00000000006,155324.6753246753,1.87,0.3600000000000001,670.9560000000001,290.4571428571429,60,25.974025974025974,Boleo/Platos,,480.0,0.8710548474202257
9,2020,2020-07-22,2.31,13,1.8571428571428572,0.8955000000000002,358200.00000000006,155064.93506493507,2.23,0.3599999999999999,798.7860000000002,345.79480519480524,60,25.974025974025974,Boleo/Platos,,540.0,0.795420733377916
9,2020,2020-07-23,2.31,14,2.0,0.8940000000000002,357600.0000000001,154805.1948051948,2.6,0.3700000000000001,929.7600000000003,402.49350649350663,70,30.3030303030303,Boleo/Platos,1.0,610.0,0.7532166053391941
9,2020,2020-07-24,2.31,15,2.142857142857143,0.8925000000000003,357000.0000000001,154545.45454545453,2.785,0.18500000000000005,994.2450000000003,430.40909090909105,70,30.3030303030303,Boleo/Platos,,680.0,0.7777250398870008
9,2020,2020-07-25,2.31,16,2.2857142857142856,0.8910000000000003,356400.0000000001,154285.7142857143,2.97,0.18500000000000005,1058.5080000000005,458.2285714285716,75,32.467532467532465,Boleo/Platos,,755.0,0.8043826602799035
9,2020,2020-07-26,2.31,17,2.4285714285714284,0.8895000000000004,355800.0000000002,154025.97402597402,3.1550000000000002,0.18500000000000005,1122.5490000000007,485.9519480519483,75,32.467532467532465,Boleo/Platos,,830.0,0.8278071388890823
9,2020,2020-07-27,2.31,18,2.5714285714285716,0.8880000000000005,355200.0000000002,153766.23376623375,3.3400000000000003,0.18500000000000005,1186.3680000000006,513.579220779221,85,36.7965367965368,Boleo/Platos,,915.0,0.8579722973403793
